ACEI,Type,dmd,Description
Enalapril,ACEI,17901411000001108,Enalapril 5mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Enalapril,ACEI,17901511000001107,Enalapril 5mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Enalapril,ACEI,17901611000001106,Enalapril 10mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Enalapril,ACEI,17901711000001102,Enalapril 10mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Enalapril,ACEI,17901811000001105,Enalapril 20mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Enalapril,ACEI,17901911000001100,Enalapril 20mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Enalapril,ACEI + TZ,18743911000001105,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) (product)
Enalapril,ACEI + TZ,18744011000001108,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) 28 tablet (product)
Enalapril,ACEI,19190611000001109,Enalapril 2.5mg tablets (Milpharm Ltd) (product)
Enalapril,ACEI,19190711000001100,Enalapril 2.5mg tablets (Milpharm Ltd) 28 tablet (product)
Enalapril,ACEI,19190811000001108,Enalapril 5mg tablets (Milpharm Ltd) (product)
Enalapril,ACEI,19190911000001103,Enalapril 5mg tablets (Milpharm Ltd) 28 tablet (product)
Enalapril,ACEI,19191011000001106,Enalapril 10mg tablets (Milpharm Ltd) (product)
Enalapril,ACEI,19191111000001107,Enalapril 10mg tablets (Milpharm Ltd) 28 tablet (product)
Enalapril,ACEI,19191211000001101,Enalapril 20mg tablets (Milpharm Ltd) (product)
Enalapril,ACEI,19191311000001109,Enalapril 20mg tablets (Milpharm Ltd) 28 tablet (product)
Enalapril,ACEI,19727011000001100,Enalapril 5mg tablets (Medreich Plc) (product)
Enalapril,ACEI,19727411000001109,Enalapril 5mg tablets (Medreich Plc) 28 tablet (product)
Enalapril,ACEI,19727511000001108,Enalapril 10mg tablets (Medreich Plc) (product)
Enalapril,ACEI,19727611000001107,Enalapril 10mg tablets (Medreich Plc) 28 tablet (product)
Enalapril,ACEI,19727711000001103,Enalapril 20mg tablets (Medreich Plc) (product)
Enalapril,ACEI,19727811000001106,Enalapril 20mg tablets (Medreich Plc) 28 tablet (product)
Enalapril,ACEI,20092911000001108,Enalapril 5mg/5ml oral suspension sugar free (product)
Enalapril,ACEI,20093011000001100,Enalapril 5mg/5ml oral suspension sugar free 1 ml (product)
Enalapril,ACEI,20093111000001104,Enalapril 5mg/5ml oral suspension sugar free 150 ml (product)
Enalapril,ACEI,20093211000001105,Enalapril 5mg/5ml oral suspension sugar free (Special Order) (product)
Enalapril,ACEI,20093311000001102,Enalapril 5mg/5ml oral suspension sugar free (Special Order) 1 ml (product)
Enalapril,ACEI,20093411000001109,Enalapril 5mg/5ml oral suspension sugar free (Special Order) 150 ml (product)
Enalapril,ACEI + TZ,20562111000001105,Innozide 20mg/12.5mg tablets (Waymade Healthcare Plc) (product)
Enalapril,ACEI + TZ,20562211000001104,Innozide 20mg/12.5mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Enalapril,ACEI,21282011000001108,Enalapril 5mg tablets (Accord Healthcare Ltd) (product)
Enalapril,ACEI,21282111000001109,Enalapril 5mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Enalapril,ACEI,21310911000001102,Enalapril 5mg/5ml oral solution 150 ml (product)
Enalapril,ACEI,21311011000001105,Enalapril 5mg/5ml oral solution (Drug Tariff Special Order) 150 ml (product)
Enalapril,ACEI,21315511000001104,Enalapril 5mg/5ml oral suspension 75 ml (product)
Enalapril,ACEI,21315611000001100,Enalapril 5mg/5ml oral suspension (Drug Tariff Special Order) 75 ml (product)
Enalapril,ACEI,21934111000001108,Enalapril 2.5mg tablets (Waymade Healthcare Plc) (product)
Enalapril,ACEI,21934211000001102,Enalapril 2.5mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Enalapril,ACEI,21934311000001105,Enalapril 5mg tablets (Waymade Healthcare Plc) (product)
Enalapril,ACEI,21934411000001103,Enalapril 5mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Enalapril,ACEI,21934511000001104,Enalapril 10mg tablets (Waymade Healthcare Plc) (product)
Enalapril,ACEI,21934611000001100,Enalapril 10mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Enalapril,ACEI,21934711000001109,Enalapril 20mg tablets (Waymade Healthcare Plc) (product)
Enalapril,ACEI,21934911000001106,Enalapril 20mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Enalapril,ACEI,23483911000001108,Enalapril 10mg tablets (Accord Healthcare Ltd) (product)
Enalapril,ACEI,23484011000001106,Enalapril 10mg tablets (Accord Healthcare Ltd) 28 tablet 2 x 14 tablets (product)
Enalapril,ACEI,23881511000001106,Enalapril 10mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Enalapril,ACEI,23881611000001105,Enalapril 10mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Enalapril,ACEI,23881711000001101,Enalapril 2.5mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Enalapril,ACEI,23881811000001109,Enalapril 2.5mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Enalapril,ACEI,23881911000001104,Enalapril 5mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Enalapril,ACEI,23882011000001106,Enalapril 5mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Enalapril,ACEI + TZ,23973711000001103,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) (product)
Enalapril,ACEI + TZ,23973811000001106,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) 28 tablet (product)
Enalapril,ACEI,23973911000001101,Enalapril 20mg tablets (DE Pharmaceuticals) (product)
Enalapril,ACEI,23974011000001103,Enalapril 20mg tablets (DE Pharmaceuticals) 28 tablet (product)
Enalapril,ACEI,29848511000001106,Enalapril 10mg tablets (Sigma Pharmaceuticals Plc) (product)
Enalapril,ACEI,29848611000001105,Enalapril 10mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Enalapril,ACEI,29848711000001101,Enalapril 2.5mg tablets (Sigma Pharmaceuticals Plc) (product)
Enalapril,ACEI,29848811000001109,Enalapril 2.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Enalapril,ACEI,29848911000001104,Enalapril 5mg tablets (Sigma Pharmaceuticals Plc) (product)
Enalapril,ACEI,29849011000001108,Enalapril 5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Enalapril,ACEI + TZ,29849111000001109,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) (product)
Enalapril,ACEI + TZ,29849211000001103,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Enalapril,ACEI + TZ,30124611000001107,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Enalapril,ACEI + TZ,30124711000001103,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Enalapril,ACEI,30124811000001106,Enalapril 5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Enalapril,ACEI,30124911000001101,Enalapril 5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Enalapril,ACEI,30125011000001101,Enalapril 10mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Enalapril,ACEI,30125111000001100,Enalapril 10mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Enalapril,ACEI,30125211000001106,Enalapril 20mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Enalapril,ACEI,30125311000001103,Enalapril 20mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Enalapril,ACEI,32926111000001104,Enalapril 10mg/5ml oral suspension 100 ml (product)
Enalapril,ACEI,32926311000001102,Enalapril 10mg/5ml oral suspension (Drug Tariff Special Order) 100 ml (product)
Enalapril,ACEI,33577411000001105,Enalapril 1.25mg/5ml oral suspension 150 ml (product)
Enalapril,ACEI,33577511000001109,Enalapril 1.25mg/5ml oral suspension (Drug Tariff Special Order) 150 ml (product)
Enalapril,ACEI + TZ,33586411000001104,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Mylan Ltd) (product)
Enalapril,ACEI + TZ,33586611000001101,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Mylan Ltd) 28 tablet (product)
Enalapril,ACEI,36609411000001107,Enalapril 10mg tablets (Bristol Laboratories Ltd) (product)
Enalapril,ACEI,36609511000001106,Enalapril 10mg tablets (Bristol Laboratories Ltd) 28 tablet 2 x 14 tablets (product)
Enalapril,ACEI,36610011000001109,Enalapril 20mg tablets (Bristol Laboratories Ltd) (product)
Enalapril,ACEI,36610211000001104,Enalapril 20mg tablets (Bristol Laboratories Ltd) 28 tablet 2 x 14 tablets (product)
Enalapril,ACEI,36739211000001105,Enalapril 5mg tablets (Noumed Life Sciences Ltd) (product)
Enalapril,ACEI,36739611000001107,Enalapril 5mg tablets (Noumed Life Sciences Ltd) 28 tablet 2 x 14 tablets (product)
Enalapril,ACEI,36739811000001106,Enalapril 10mg tablets (Noumed Life Sciences Ltd) (product)
Enalapril,ACEI,36740111000001108,Enalapril 10mg tablets (Noumed Life Sciences Ltd) 28 tablet 2 x 14 tablets (product)
Enalapril,ACEI,36740411000001103,Enalapril 20mg tablets (Noumed Life Sciences Ltd) (product)
Enalapril,ACEI,36740711000001109,Enalapril 20mg tablets (Noumed Life Sciences Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,12901000001100,Fosinopril sodium 20mg tablet - product
Fosinopril,ACEI,330601000001100,Staril 10mg tablet
Fosinopril,ACEI,348111000001107,Staril 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Limited) (product)
Fosinopril,ACEI,401001000001102,Staril 20mg tablet
Fosinopril,ACEI,462511000001104,Staril 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Limited) (product)
Fosinopril,ACEI,787901000001101,Fosinopril sodium 10mg tablet - product
Fosinopril,ACEI,1012611000001107,Fosinopril 20mg tablets 28 tablet (product)
Fosinopril,ACEI,1210211000001103,Fosinopril 10mg tablets 28 tablet (product)
Fosinopril,ACEI,1354311000001101,Staril 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Limited) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,1354611000001106,Staril 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Limited) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,2713101000001107,Staril (qualifier value)
Fosinopril,ACEI,3536611000001107,Fosinopril sodium (substance)
Fosinopril,ACEI,5366811000001109,Fosinopril 10mg tablets 30 tablet (product)
Fosinopril,ACEI,5367511000001108,Fosinopril 20mg tablets 30 tablet (product)
Fosinopril,ACEI,5367611000001107,Fosinopril 20mg tablets (PI) (Waymade Ltd) (product)
Fosinopril,ACEI,5367811000001106,Fosinopril 20mg tablets (PI) (Waymade Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,5367911000001101,Fosinopril 20mg tablets (PI) (Waymade Ltd) 30 tablet 3 x 10 tablets (product)
Fosinopril,ACEI,5460311000001105,Fosinopril 10mg tablets (PI) (Dowelhurst Ltd) (product)
Fosinopril,ACEI,5460611000001100,Fosinopril 10mg tablets (PI) (Dowelhurst Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,5462411000001102,Fosinopril 20mg tablets (PI) (Dowelhurst Ltd) (product)
Fosinopril,ACEI,5462711000001108,Fosinopril 20mg tablets (PI) (Dowelhurst Ltd) 28 tablet (product)
Fosinopril,ACEI,5543711000001104,Staril 20mg tablets (PI) (Dowelhurst Ltd) (product)
Fosinopril,ACEI,5543911000001102,Staril 20mg tablets (PI) (Dowelhurst Ltd) 28 tablet (product)
Fosinopril,ACEI,9349601000001102,Staril (product)
Fosinopril,ACEI,9445411000001105,Fosinopril 10mg tablets (Alpharma Limited) (product)
Fosinopril,ACEI,9445511000001109,Fosinopril 10mg tablets (Alpharma Limited) 28 tablet 4 x 7 tablets (product)
Fosinopril,ACEI,9445611000001108,Fosinopril 20mg tablets (Alpharma Limited) (product)
Fosinopril,ACEI,9445711000001104,Fosinopril 20mg tablets (Alpharma Limited) 28 tablet 4 x 7 tablets (product)
Fosinopril,ACEI,9448711000001106,Fosinopril 10mg tablets (Winthrop Pharmaceuticals UK Ltd) (product)
Fosinopril,ACEI,9448811000001103,Fosinopril 10mg tablets (Winthrop Pharmaceuticals UK Ltd) 28 tablet 4 x 7 tablets (product)
Fosinopril,ACEI,9448911000001108,Fosinopril 20mg tablets (Winthrop Pharmaceuticals UK Ltd) (product)
Fosinopril,ACEI,9449011000001104,Fosinopril 20mg tablets (Winthrop Pharmaceuticals UK Ltd) 28 tablet 4 x 7 tablets (product)
Fosinopril,ACEI,9450311000001107,Fosinopril 10mg tablets (Teva UK Ltd) (product)
Fosinopril,ACEI,9450411000001100,Fosinopril 10mg tablets (Teva UK Ltd) 28 tablet 4 x 7 tablets (product)
Fosinopril,ACEI,9450511000001101,Fosinopril 20mg tablets (Teva UK Ltd) (product)
Fosinopril,ACEI,9450611000001102,Fosinopril 20mg tablets (Teva UK Ltd) 28 tablet 4 x 7 tablets (product)
Fosinopril,ACEI,9457011000001105,Fosinopril 10mg tablets (Kent Pharmaceuticals Ltd) (product)
Fosinopril,ACEI,9457211000001100,Fosinopril 10mg tablets (Kent Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,9457311000001108,Fosinopril 20mg tablets (Kent Pharmaceuticals Ltd) (product)
Fosinopril,ACEI,9457511000001102,Fosinopril 20mg tablets (Kent Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,9471311000001104,Fosinopril 10mg tablets (Sandoz Ltd) (product)
Fosinopril,ACEI,9471411000001106,Fosinopril 10mg tablets (Sandoz Ltd) 28 tablet (product)
Fosinopril,ACEI,9471511000001105,Fosinopril 20mg tablets (Sandoz Ltd) (product)
Fosinopril,ACEI,9471611000001109,Fosinopril 20mg tablets (Sandoz Ltd) 28 tablet (product)
Fosinopril,ACEI,9474311000001101,Fosinopril 10mg tablets (A A H Pharmaceuticals Ltd) (product)
Fosinopril,ACEI,9474411000001108,Fosinopril 10mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,9474511000001107,Fosinopril 20mg tablets (A A H Pharmaceuticals Ltd) (product)
Fosinopril,ACEI,9474611000001106,Fosinopril 20mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,9499611000001103,Fosinopril 10mg tablets (Unichem Plc) (product)
Fosinopril,ACEI,9499811000001104,Fosinopril 10mg tablets (Unichem Plc) 28 tablet (product)
Fosinopril,ACEI,9500311000001107,Fosinopril 20mg tablets (Unichem Plc) (product)
Fosinopril,ACEI,9500411000001100,Fosinopril 20mg tablets (Unichem Plc) 28 tablet (product)
Fosinopril,ACEI,9554711000001108,Fosinopril 10mg tablets (Generics (UK) Ltd) (product)
Fosinopril,ACEI,9554811000001100,Fosinopril 10mg tablets (Generics (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,9554911000001105,Fosinopril 20mg tablets (Generics (UK) Ltd) (product)
Fosinopril,ACEI,9555011000001105,Fosinopril 20mg tablets (Generics (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,10294511000001103,Fosinopril 10mg tablets (Focus Pharmaceuticals Ltd) (product)
Fosinopril,ACEI,10294611000001104,Fosinopril 10mg tablets (Focus Pharmaceuticals Ltd) 28 tablet (product)
Fosinopril,ACEI,10294711000001108,Fosinopril 20mg tablets (Focus Pharmaceuticals Ltd) (product)
Fosinopril,ACEI,10295011000001105,Fosinopril 20mg tablets (Focus Pharmaceuticals Ltd) 28 tablet (product)
Fosinopril,ACEI,10435511000001108,Fosinopril 10mg tablets (Arrow Generics Ltd) (product)
Fosinopril,ACEI,10435611000001107,Fosinopril 10mg tablets (Arrow Generics Ltd) 28 tablet (product)
Fosinopril,ACEI,10435711000001103,Fosinopril 20mg tablets (Arrow Generics Ltd) (product)
Fosinopril,ACEI,10435811000001106,Fosinopril 20mg tablets (Arrow Generics Ltd) 28 tablet (product)
Fosinopril,ACEI,12006311000001101,Fosinopril 20mg/5ml oral suspension 1 ml (product)
Fosinopril,ACEI,12006411000001108,Fosinopril 20mg/5ml oral suspension (Special Order) (product)
Fosinopril,ACEI,12006511000001107,Fosinopril 20mg/5ml oral suspension (Special Order) 1 ml (product)
Fosinopril,ACEI,12006611000001106,Fosinopril 20mg/5ml oral solution 1 ml (product)
Fosinopril,ACEI,12006711000001102,Fosinopril 20mg/5ml oral solution (Special Order) (product)
Fosinopril,ACEI,12006811000001105,Fosinopril 20mg/5ml oral solution (Special Order) 1 ml (product)
Fosinopril,ACEI,12034611000001106,Fosinopril 20mg/5ml oral solution (product)
Fosinopril,ACEI,12034711000001102,Fosinopril 20mg/5ml oral suspension (product)
Fosinopril,ACEI,13765611000001105,Fosinopril 10mg tablets (Apotex Europe Ltd) (product)
Fosinopril,ACEI,13765711000001101,Fosinopril 10mg tablets (Apotex Europe Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,13765811000001109,Fosinopril 20mg tablets (Apotex Europe Ltd) (product)
Fosinopril,ACEI,13765911000001104,Fosinopril 20mg tablets (Apotex Europe Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,15089111000001108,Fosinopril 10mg tablets (Sigma Pharmaceuticals Plc) (product)
Fosinopril,ACEI,15089211000001102,Fosinopril 10mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Fosinopril,ACEI,15209611000001107,Fosinopril 20mg tablets (Sigma Pharmaceuticals Plc) (product)
Fosinopril,ACEI,15209711000001103,Fosinopril 20mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Fosinopril,ACEI,15209911000001101,Fosinopril 20mg tablets (Sigma Pharmaceuticals Plc) 30 tablet (product)
Fosinopril,ACEI,20925711000001102,Fosinopril 10mg tablets (Milpharm Ltd) (product)
Fosinopril,ACEI,20925811000001105,Fosinopril 10mg tablets (Milpharm Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,20937311000001107,Fosinopril 20mg tablets (Milpharm Ltd) (product)
Fosinopril,ACEI,20937411000001100,Fosinopril 20mg tablets (Milpharm Ltd) 28 tablet 2 x 14 tablets (product)
Fosinopril,ACEI,22018011000001101,Fosinopril 10mg tablets (Waymade Healthcare Plc) (product)
Fosinopril,ACEI,22018211000001106,Fosinopril 10mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Fosinopril,ACEI,23981411000001102,Fosinopril 10mg tablets (DE Pharmaceuticals) (product)
Fosinopril,ACEI,23981511000001103,Fosinopril 10mg tablets (DE Pharmaceuticals) 28 tablet (product)
Fosinopril,ACEI,23981611000001104,Fosinopril 20mg tablets (DE Pharmaceuticals) (product)
Fosinopril,ACEI,23981711000001108,Fosinopril 20mg tablets (DE Pharmaceuticals) 28 tablet (product)
Fosinopril,ACEI,37078211000001101,Fosinopril 10mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Fosinopril,ACEI,37078411000001102,Fosinopril 10mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Fosinopril,ACEI,37078911000001105,Fosinopril 20mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Fosinopril,ACEI,37079211000001106,Fosinopril 20mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Imidapril,ACEI,533511000001106,Tanatril 20mg tablets (Trinity Pharmaceuticals Ltd) (product)
Imidapril,ACEI,680811000001102,Tanatril 10mg tablets (Trinity Pharmaceuticals Ltd) (product)
Imidapril,ACEI,797911000001103,Tanatril 5mg tablets (Trinity Pharmaceuticals Ltd) (product)
Imidapril,ACEI,1117711000001109,Imidapril 5mg tablets 28 tablet (product)
Imidapril,ACEI,1297411000001104,Imidapril 20mg tablets 28 tablet (product)
Imidapril,ACEI,1320311000001105,Imidapril 10mg tablets 28 tablet (product)
Imidapril,ACEI,1398411000001106,Tanatril 10mg tablets (Trinity Pharmaceuticals Ltd) 28 tablet 4 x 7 tablets (product)
Imidapril,ACEI,2179811000001104,Tanatril 5mg tablets (Trinity Pharmaceuticals Ltd) 28 tablet 4 x 7 tablets (product)
Imidapril,ACEI,2186111000001109,Tanatril 20mg tablets (Trinity Pharmaceuticals Ltd) 28 tablet 4 x 7 tablets (product)
Imidapril,ACEI,3528501000001105,Imidapril hydrochloride 5mg tablet - product
Imidapril,ACEI,3528601000001109,Imidapril hydrochloride 10mg tablet - product
Imidapril,ACEI,3528701000001104,Tanatril 5mg tablet
Imidapril,ACEI,3528801000001108,Tanatril (qualifier value)
Imidapril,ACEI,3540001000001101,Tanatril 10mg tablet
Imidapril,ACEI,3560411000001102,Imidapril hydrochloride (substance)
